Distriktkod;Distriktnamn; Arbetarepartiet-Socialdemokraterna; Sverigedemokraterna; Moderaterna; Vänsterpartiet; Centerpartiet; Kristdemokraterna; Miljöpartiet de gröna
12-80-0804;V Kattarp;35,17%;14,05%;10,80%;15,97%;3,24%;2,16%;9,84%
12-80-0805;Rosengård centrum;41,91%;2,04%;3,24%;12,61%;2,04%;0,68%;8,86%
12-80-0806;Apelgården S;41,70%;13,09%;9,44%;14,31%;2,44%;1,22%;2,28%
12-80-0807;Apelgården N;49,55%;10,09%;9,57%;11,25%;2,98%;0,91%;2,72%
12-80-0808;Kryddgården S;48,52%;9,96%;7,84%;14,62%;0,85%;0,64%;1,48%
12-80-0809;Herrgården;46,30%;1,85%;5,35%;14,61%;2,67%;0,21%;4,12%
12-80-0810;Kryddgården N;35,84%;6,05%;7,51%;29,54%;2,91%;1,21%;4,12%
12-80-0811;Törnrosen-Örtagården;43,48%;3,86%;4,03%;18,52%;1,77%;0,32%;10,31%
12-80-0812;Örtagården Ö;41,84%;3,56%;2,82%;20,62%;2,67%;0,15%;7,72%
12-80-0901;Riseberga-Storhällagatan;25,11%;19,48%;26,99%;5,18%;6,17%;5,27%;5,00%
12-80-0902;Riseberga-Ringbergagatan;33,37%;17,97%;22,05%;4,94%;6,08%;2,85%;7,51%
12-80-0903;Videdal N;32,42%;14,41%;19,05%;10,24%;7,20%;2,46%;6,26%
12-80-0904;Videdal S;38,20%;16,59%;19,98%;7,71%;4,21%;2,57%;7,13%
12-80-0905;Virentofta V;29,51%;17,74%;23,62%;6,07%;7,56%;4,58%;4,20%
12-80-0906;Virentofta Ö;36,69%;23,09%;18,00%;5,58%;4,01%;3,03%;3,33%
12-80-0907;Höja;38,84%;24,41%;14,80%;8,75%;4,32%;1,48%;1,11%
12-80-0908;Stenkällan-Höja;40,53%;26,44%;16,72%;5,07%;2,13%;2,63%;2,53%
12-80-0909;Stenkällan-Jägersro Villastad;33,76%;17,90%;20,04%;7,61%;6,32%;3,00%;3,43%
12-80-0910;Ö Skrävlinge-Kvarnby;30,08%;26,86%;20,24%;5,89%;3,22%;3,86%;4,60%
12-80-0911;S Sallerup;20,27%;25,65%;27,92%;4,96%;6,83%;3,62%;4,03%
12-80-0912;Almgården;33,81%;38,64%;9,53%;8,75%;1,70%;2,61%;1,57%
12-80-0913;Ö Skrävlinge-Gyllins;30,47%;22,62%;25,85%;3,69%;3,88%;3,97%;3,97%
12-80-0914;Riseberga-Elsa Anderssons gata;35,21%;15,40%;24,09%;5,34%;5,49%;4,73%;4,12%
12-80-1001;Kirsebergsstaden-Rostorp;26,70%;15,75%;10,00%;20,19%;5,38%;2,36%;12,92%
12-80-1002;Kirsebergsstaden-Solgatan;28,16%;17,69%;9,75%;19,37%;3,01%;1,32%;14,68%
12-80-1003;Kirsebergsstaden-Kirsebergstornet;27,19%;16,39%;9,15%;22,95%;3,55%;2,32%;12,57%
12-80-1004;Johanneslust;32,97%;11,63%;9,58%;16,69%;6,84%;2,46%;13,82%
12-80-1005;Kirsebergsstaden-Beijers park;30,56%;21,38%;10,39%;17,15%;3,38%;2,05%;11,11%
12-80-1006;Segevång N;35,13%;21,79%;10,49%;14,15%;2,14%;2,75%;5,09%
12-80-1007;Segevång V;34,16%;26,71%;11,80%;12,42%;3,11%;2,48%;3,26%
12-80-1008;Segevång Ö;35,77%;26,68%;11,48%;11,92%;3,28%;1,79%;3,13%
12-80-1009;Håkanstorp;34,94%;17,28%;16,79%;7,78%;4,81%;2,72%;8,64%
12-80-1010;Bulltofta-Valdemarsro;31,96%;23,08%;18,09%;7,69%;5,42%;3,58%;5,63%
Norrbottens län;Dummy;41,64%;20,30%;13,57%;6,98%;5,29%;5,12%;3,44%
Arjeplog;Dummy;37,91%;24,81%;9,03%;7,80%;4,48%;8,79%;3,44%
25-06-0000;Uppsamlingsdistrikt;39,62%;22,64%;7,55%;9,43%;1,89%;3,77%;7,55%
25-06-0203;Arjeplog;37,86%;24,88%;9,07%;7,75%;4,57%;8,95%;3,31%
Arvidsjaur;Dummy;42,00%;23,99%;10,77%;7,12%;5,65%;5,07%;1,27%
25-05-0000;Uppsamlingsdistrikt;21,31%;24,59%;22,95%;6,56%;9,02%;4,10%;3,28%
25-05-0001;Arvidsjaur Norra;38,71%;25,78%;13,30%;6,88%;3,74%;5,16%;1,72%
25-05-0002;Arvidsjaur Östra;40,80%;25,04%;9,60%;6,08%;7,28%;6,24%;0,80%
25-05-0003;Arvidsjaur Västra;48,53%;21,05%;8,13%;8,44%;5,73%;3,95%;1,08%
Boden;Dummy;42,16%;22,68%;14,71%;5,25%;4,82%;4,49%;2,48%
25-82-0000;Uppsamlingsdistrikt;33,93%;23,70%;19,64%;6,17%;5,36%;4,06%;2,27%
25-82-0101;Sveafältet;39,17%;25,48%;12,50%;7,38%;4,29%;3,81%;2,38%
25-82-0102;Björknäs;48,40%;21,98%;10,62%;7,28%;2,47%;3,83%;2,84%
25-82-0103;Centrum norra;50,89%;16,77%;15,19%;5,92%;2,17%;3,94%;1,38%
25-82-0104;Prästholmen;46,43%;21,36%;9,48%;8,31%;3,86%;3,64%;2,70%
25-82-0105;Erikslund- Fagernäs;40,14%;26,81%;14,10%;4,93%;4,39%;4,55%;2,31%
25-82-0113;Svartbjörsbyn-Skogså;39,44%;26,24%;14,42%;4,97%;5,84%;3,97%;2,31%
25-82-0115;Heden - Södra Bredåker;34,55%;30,59%;14,94%;3,96%;4,67%;5,08%;2,34%
25-82-0116;Bodsvedjan - Unbyn;40,13%;23,40%;15,36%;5,67%;5,30%;4,66%;2,38%
25-82-0117;Vittjärv - Norra Bredåker;36,16%;25,16%;18,08%;3,67%;5,94%;5,69%;2,15%
25-82-0124;Centrum södra;51,08%;21,38%;11,77%;4,75%;3,67%;3,24%;1,40%
25-82-0132;Torpgärdan;43,83%;23,99%;13,73%;5,13%;4,58%;3,88%;2,36%
25-82-0133;Sanden;41,56%;20,53%;16,29%;5,57%;5,65%;4,07%;3,16%
25-82-0136;Svartbyn;45,29%;18,58%;16,67%;4,26%;4,96%;4,07%;2,54%
25-82-0139;Trångfors;45,27%;20,13%;18,69%;3,23%;3,67%;4,12%;1,89%
25-82-0220;Gunnarsbyn;41,13%;23,88%;9,46%;7,09%;8,75%;4,73%;3,07%
25-82-0328;Harads;40,46%;27,31%;11,38%;3,67%;5,82%;4,93%;2,78%
25-82-0409;Sävastön;38,00%;20,28%;20,11%;3,63%;5,76%;5,76%;2,57%
25-82-0440;Sävast;44,76%;15,85%;15,03%;5,37%;4,95%;6,94%;3,47%
Gällivare;Dummy;38,50%;27,17%;12,97%;8,16%;2,76%;4,33%;3,60%
25-23-0000;Uppsamlingsdistrikt;33,21%;24,05%;14,89%;4,58%;2,67%;9,16%;6,49%
25-23-0001;Gällivare Södra;33,59%;35,13%;11,36%;8,47%;3,46%;4,23%;1,73%
25-23-0002;Gällivare Norra;45,13%;24,19%;9,03%;9,57%;2,71%;2,89%;4,51%
25-23-0003;Gällivare Västra;36,87%;22,35%;17,04%;6,70%;4,05%;4,89%;6,42%
25-23-0004;Gällivare Centrum;43,28%;23,71%;12,62%;9,87%;2,27%;3,72%;2,27%
25-23-0005;Heden;41,05%;22,96%;15,33%;6,68%;2,84%;4,39%;4,79%
25-23-0006;Koskullskulle;35,54%;32,38%;11,69%;10,69%;1,69%;3,46%;2,31%
25-23-0007;Maria;38,61%;25,51%;12,96%;6,28%;2,18%;4,64%;6,14%
25-23-0008;Mellanområdet;40,74%;28,56%;11,93%;7,72%;2,07%;4,46%;2,45%
25-23-0009;Sjöparken;39,20%;26,22%;12,03%;8,13%;3,98%;4,14%;3,03%
25-23-0011;Dundret;30,38%;29,24%;15,32%;7,85%;3,16%;5,32%;4,68%
Haparanda;Dummy;35,88%;30,88%;13,53%;3,79%;6,16%;5,14%;1,92%
25-83-0000;Uppsamlingsdistrikt;28,57%;34,01%;17,69%;4,08%;5,78%;4,76%;2,38%
25-83-0101;Haparanda Norra;35,29%;32,60%;12,75%;3,43%;5,27%;4,53%;1,96%
25-83-0102;Nikkala;35,89%;30,89%;13,39%;3,93%;7,50%;6,07%;0,89%
25-83-0103;Seskarö;47,25%;23,81%;8,06%;7,69%;6,59%;2,20%;2,56%
25-83-0114;Haparanda Södra;40,34%;24,57%;15,15%;4,95%;3,71%;4,33%;2,47%
25-83-0115;Marielund;37,43%;33,19%;11,11%;3,51%;5,70%;5,56%;2,19%
25-83-0116;Grankullen;33,78%;27,83%;20,35%;2,11%;6,72%;5,37%;1,54%
25-83-0408;Karungi;28,00%;39,53%;8,94%;2,35%;9,88%;7,53%;1,65%
Jokkmokk;Dummy;34,20%;22,54%;9,91%;9,19%;4,43%;4,46%;11,80%
25-10-0000;Uppsamlingsdistrikt;23,35%;23,35%;10,18%;7,78%;7,19%;4,79%;19,16%
25-10-0202;Jokkmokks Östra;31,55%;20,82%;10,73%;10,64%;4,64%;4,55%;14,45%
25-10-0217;Jokkmokks Västra;31,68%;22,19%;10,01%;9,18%;4,33%;5,47%;13,42%
25-10-0409;Porjus;33,02%;31,60%;11,32%;6,13%;2,36%;2,36%;10,38%
25-10-0516;Vuollerim;47,06%;22,84%;7,61%;7,96%;4,15%;3,29%;2,42%
Kalix;Dummy;43,86%;24,17%;12,55%;4,38%;5,04%;4,46%;2,63%
25-14-0000;Uppsamlingsdistrikt;32,42%;22,53%;19,78%;5,49%;9,89%;2,20%;3,85%
25-14-0103;Gammelgården-Morjärv;42,92%;20,91%;12,50%;4,65%;8,74%;4,31%;2,77%
25-14-0105;Innanbäcken;43,16%;20,91%;15,53%;2,52%;6,30%;4,70%;3,69%
25-14-0106;Kalix V;47,79%;20,95%;11,86%;4,94%;3,55%;4,94%;2,94%
25-14-0107;Näsbyn;46,67%;22,85%;11,65%;4,82%;5,43%;4,38%;1,66%
25-14-0108;Risön;40,47%;31,06%;12,82%;3,76%;3,65%;4,12%;2,24%
25-14-0115;Sangis;41,53%;31,59%;9,55%;4,46%;4,59%;4,08%;1,78%
25-14-0118;Ytterbyn;41,29%;21,15%;16,31%;3,93%;4,73%;5,64%;3,83%
25-14-0123;Kalix C;50,49%;20,31%;10,68%;4,77%;3,96%;4,53%;2,27%
25-14-0125;Stenbäcken;44,38%;24,51%;12,53%;5,29%;4,09%;3,99%;2,23%
25-14-0221;Töre;37,38%;33,81%;9,88%;4,52%;4,76%;4,05%;2,38%
Kiruna;Dummy;41,93%;22,11%;11,14%;8,12%;2,86%;6,77%;3,76%
25-84-0000;Uppsamlingsdistrikt;25,87%;24,71%;13,75%;9,32%;3,73%;7,93%;7,93%
25-84-0001;Kiruna Centrum;42,60%;18,59%;10,29%;11,91%;3,43%;5,42%;3,97%
25-84-0002;Högalid och Sandstensberget;40,95%;20,11%;13,15%;8,12%;2,59%;7,54%;4,60%
25-84-0003;Övre Norrmalm och Järnvägen;43,20%;21,75%;11,09%;8,45%;3,31%;5,29%;3,38%
25-84-0004;Kiruna nordost;37,02%;18,27%;7,85%;6,57%;2,72%;12,66%;9,62%
25-84-0005;Bolaget-Triangeln;46,12%;21,51%;9,88%;9,01%;2,33%;6,01%;3,00%
25-84-0007;Östermalm;41,89%;23,97%;11,19%;7,99%;3,65%;5,82%;2,85%
25-84-0009;Lombolo västra;41,49%;30,77%;8,07%;8,32%;1,89%;4,54%;1,51%
25-84-0010;Jukkasjärvi;32,78%;27,54%;15,94%;5,80%;3,68%;7,02%;2,34%
25-84-0011;Lombolo mellersta;49,42%;19,58%;13,12%;5,71%;1,80%;6,56%;2,01%
25-84-0012;Kiruna sydost;44,07%;22,03%;8,59%;12,99%;3,39%;4,75%;1,69%
25-84-0013;Luossavaara-Abisko;43,49%;16,21%;10,19%;10,54%;3,63%;4,96%;7,26%
25-84-0014;Tuolluvaara-Kurravaara;41,22%;24,23%;10,25%;5,86%;2,64%;9,15%;3,73%
25-84-0015;Lombolo östra - Nikkaluoktavägen;44,59%;22,05%;11,66%;6,22%;2,19%;7,84%;2,33%
Luleå;Dummy;39,49%;17,37%;15,70%;7,19%;5,89%;5,29%;4,34%
25-80-0000;Uppsamlingsdistrikt;31,55%;18,23%;18,23%;7,15%;7,33%;4,29%;6,70%
25-80-0101;Varvet;40,08%;17,43%;16,49%;6,26%;4,18%;4,80%;5,11%
25-80-0102;Stadsparken;39,70%;15,49%;16,56%;6,51%;7,50%;4,70%;4,37%
25-80-0103;Kulturens hus;39,84%;15,64%;18,41%;5,27%;6,14%;4,75%;3,72%
25-80-0104;Gültsauudden-Norra hamn;39,14%;14,75%;17,07%;9,18%;6,50%;3,83%;4,41%
25-80-0105;Östermalm;42,95%;13,55%;15,30%;6,67%;7,54%;3,28%;6,01%
25-80-0106;Bergviken;42,82%;14,23%;15,97%;6,81%;6,44%;3,47%;5,57%
25-80-0107;Kallkällan;42,82%;17,46%;12,86%;9,77%;3,66%;4,04%;4,60%
25-80-0108;Munkeberg;41,59%;15,86%;16,89%;5,70%;4,97%;5,12%;4,53%
25-80-0109;Mjölkudden;47,07%;14,08%;14,72%;6,49%;5,12%;3,20%;4,75%
25-80-0111;Notviken;38,63%;19,74%;15,98%;10,29%;3,76%;3,69%;3,61%
25-80-0112;Köpmantorget;44,33%;14,74%;16,68%;7,37%;4,17%;5,14%;3,39%
25-80-0113;Södra hamn;43,90%;13,81%;20,23%;5,11%;5,70%;3,65%;3,65%
25-80-0212;Burströmska;46,10%;13,14%;14,10%;8,95%;4,38%;3,52%;5,05%
25-80-0213;Malmudden;43,96%;19,54%;11,95%;11,57%;2,70%;2,96%;4,76%
25-80-0214;Svartöstan-Lövskatan;35,98%;19,52%;11,87%;12,92%;4,88%;4,59%;6,12%
25-80-0215;Södra Örnäset;40,77%;24,46%;8,38%;14,61%;2,27%;2,94%;2,94%
25-80-0216;Skurholmen;43,11%;17,45%;12,59%;10,36%;2,47%;4,06%;5,34%
25-80-0217;Norra Örnäset;44,67%;20,91%;9,40%;12,57%;3,38%;2,32%;3,27%
25-80-0220;Klintbacken;39,20%;15,06%;15,63%;6,39%;5,97%;4,83%;6,82%
25-80-0221;Lulsundet;40,93%;11,44%;16,00%;5,90%;9,29%;4,83%;5,54%
25-80-0222;Kronan;38,18%;14,41%;19,32%;5,44%;6,48%;6,29%;5,70%
25-80-0223;Hällbacken;35,66%;15,48%;24,43%;3,19%;6,83%;6,53%;2,73%
25-80-0237;Hertsöcentrum;49,59%;19,11%;9,01%;10,19%;3,18%;2,73%;3,37%
25-80-0259;Hertsölund;45,29%;20,40%;7,95%;10,25%;2,93%;6,80%;2,82%
25-80-0260;Hertsöängar;41,80%;24,59%;12,91%;7,28%;3,15%;4,97%;2,32%
25-80-0267;Björkskatan norra;43,47%;15,06%;13,51%;8,11%;5,64%;4,94%;5,17%
25-80-0268;Björkskatan södra;44,08%;15,31%;14,66%;5,65%;6,19%;4,67%;4,56%
25-80-0270;Bredviken-Lerbäcken;42,65%;16,19%;16,51%;7,50%;4,42%;3,24%;4,82%
25-80-0323;Alvik-Ersnäs;35,65%;19,76%;16,70%;4,92%;9,55%;5,97%;3,21%
25-80-0324;Antnäs-Måttsund;37,36%;18,20%;18,36%;4,45%;7,31%;6,28%;3,02%
25-80-0325;Avan-Bälinge-Klöverträsk;32,19%;21,43%;14,29%;5,77%;8,02%;11,84%;3,52%
25-80-0326;Bensbyn-Brändön;33,75%;19,75%;17,88%;4,04%;6,45%;11,35%;2,88%
25-80-0327;G:a Bergnäset-Kallax-Gäddvik;34,18%;17,29%;21,36%;4,88%;8,04%;4,88%;4,58%
25-80-0328;Trollstaden;34,39%;12,13%;22,99%;3,17%;10,14%;6,70%;6,06%
25-80-0335;Gammelstad;43,42%;11,21%;15,67%;6,42%;6,96%;5,55%;6,09%
25-80-0344;Persön;27,45%;27,54%;16,50%;5,56%;6,62%;8,47%;2,38%
25-80-0346;Rutvik;37,05%;19,04%;15,93%;4,02%;8,81%;9,84%;2,07%
25-80-0349;Öhemmanet-Karlsvik;42,95%;16,37%;13,59%;5,87%;5,46%;5,77%;6,39%
25-80-0350;Hammaren;45,39%;14,00%;17,88%;5,50%;5,91%;3,80%;3,96%
25-80-0355;Bergstaden;44,13%;17,67%;14,82%;7,18%;5,25%;3,31%;3,88%
25-80-0361;Stadsön;45,21%;15,71%;14,38%;6,32%;4,66%;5,99%;3,40%
25-80-0362;Porsöudden;37,03%;22,02%;10,28%;15,33%;3,43%;3,10%;4,57%
25-80-0363;Porsöberget;42,24%;15,04%;15,27%;5,73%;6,32%;6,21%;5,13%
25-80-0364;Universitetet;21,21%;12,88%;28,22%;7,45%;10,08%;4,47%;4,03%
25-80-0365;Lillporsön;29,14%;12,57%;17,35%;12,68%;8,34%;4,00%;5,45%
25-80-0371;Sunderbyn;35,43%;14,68%;16,90%;5,26%;8,20%;7,19%;6,58%
25-80-0439;Jämtön-Vitå;36,00%;23,33%;9,50%;7,33%;9,00%;5,83%;2,83%
25-80-0442;Niemisel-Prästholm;28,92%;31,54%;12,77%;5,23%;6,46%;9,23%;2,31%
25-80-0447;Råneå;35,78%;26,18%;11,64%;5,86%;4,09%;9,10%;3,18%
Pajala;Dummy;35,30%;23,30%;9,57%;15,07%;3,46%;8,34%;2,13%
25-21-0000;Uppsamlingsdistrikt;28,27%;27,08%;13,10%;13,10%;2,08%;10,12%;2,68%
25-21-0001;Pajala norra;34,82%;19,50%;9,89%;21,59%;2,23%;5,85%;3,62%
25-21-0002;Pajala södra;35,82%;20,92%;10,27%;17,97%;4,75%;5,26%;1,80%
25-21-0003;Tärendö;41,00%;22,03%;7,23%;14,79%;4,18%;8,04%;1,61%
25-21-0004;Junosuando;35,03%;29,27%;8,46%;10,66%;3,21%;7,61%;1,52%
25-21-0005;Korpilombolo;33,55%;24,24%;9,79%;9,47%;3,53%;15,09%;1,61%
Piteå;Dummy;48,04%;16,13%;12,84%;6,93%;5,99%;4,00%;2,98%
25-81-0000;Uppsamlingsdistrikt;32,24%;21,55%;17,68%;9,81%;5,79%;4,16%;3,71%
25-81-0001;Roknäs Lillpite Markbygden;42,71%;22,78%;9,84%;6,30%;9,15%;4,06%;1,90%
25-81-0002;Sjulsmark Alterdalen Sikfors;37,95%;23,05%;11,96%;6,59%;9,45%;4,51%;3,03%
25-81-0003;Sjulnäs Böle;47,74%;15,39%;14,00%;6,09%;6,96%;3,74%;2,35%
25-81-0004;Svensbyn;46,12%;14,29%;13,51%;7,76%;8,70%;3,73%;4,19%
25-81-0005;Porsnäs Östra;45,20%;16,65%;13,18%;6,24%;7,51%;3,47%;3,58%
25-81-0006;Porsnäs Västra;44,01%;20,41%;11,61%;7,40%;7,27%;3,06%;2,81%
25-81-0007;Rosvik;43,50%;23,00%;13,07%;5,43%;4,29%;6,00%;2,07%
25-81-0008;Bergsviken Västra;50,92%;11,61%;16,60%;4,38%;5,70%;3,97%;4,48%
25-81-0009;Bergsviken Östra;51,68%;13,53%;13,66%;5,28%;5,54%;4,90%;1,93%
25-81-0010;Hortlax;46,37%;15,86%;13,46%;4,11%;8,30%;7,18%;2,32%
25-81-0011;Öjebyn Centrala;49,38%;17,84%;9,54%;10,24%;4,43%;4,01%;2,35%
25-81-0012;Öjebyn Norra;48,33%;17,92%;10,17%;7,17%;5,92%;4,17%;2,92%
25-81-0013;Öjebyn Södra;51,56%;18,67%;9,67%;8,49%;3,53%;3,20%;2,69%
25-81-0014;Djupviken Norra;44,42%;12,87%;13,57%;11,71%;4,88%;3,26%;5,74%
25-81-0015;Djupviken Södra;48,63%;11,72%;16,63%;7,65%;4,74%;3,49%;4,82%
25-81-0016;Backen Annelund;51,10%;17,03%;11,33%;8,31%;3,75%;3,02%;2,93%
25-81-0017;Backen Källbo;50,76%;13,05%;15,40%;6,90%;4,86%;3,49%;2,43%
25-81-0018;Häggholmen Västra;56,04%;11,93%;13,25%;5,77%;5,30%;2,03%;1,79%
25-81-0019;Norrmalm;53,30%;10,47%;14,49%;7,25%;5,15%;3,54%;2,74%
25-81-0020;Häggholmen Östra;60,76%;11,92%;5,55%;9,35%;3,81%;2,98%;2,90%
25-81-0021;Strömnäs;43,73%;13,58%;17,98%;7,12%;5,15%;3,65%;4,68%
25-81-0022;Pitholm;52,67%;13,61%;13,44%;5,09%;6,09%;3,26%;2,50%
25-81-0023;Klubbgärdet;41,27%;20,69%;13,02%;8,68%;5,85%;3,63%;4,04%
25-81-0024;Munksund Norra;52,49%;16,30%;11,60%;6,72%;3,68%;3,41%;2,67%
25-81-0025;Munksund Södra;48,77%;17,64%;14,64%;5,56%;4,23%;4,23%;1,59%
25-81-0026;Blåsmark Hemmingsmark;49,39%;14,13%;7,90%;4,41%;13,53%;4,71%;2,89%
25-81-0027;Jävre;48,15%;11,90%;13,54%;4,65%;9,99%;8,21%;1,92%
Älvsbyn;Dummy;43,23%;20,47%;13,31%;6,13%;6,61%;5,40%;1,55%
25-60-0000;Uppsamlingsdistrikt;38,78%;25,17%;16,33%;4,76%;2,72%;4,08%;2,72%
25-60-0209;Vidsel;42,50%;20,41%;9,47%;6,21%;9,27%;7,40%;1,38%
25-60-0211;Älvsbyns N;44,65%;21,86%;11,55%;6,87%;4,76%;5,62%;1,72%
25-60-0212;Älvsbyns Ö;42,75%;18,26%;15,22%;5,66%;7,57%;4,74%;1,56%
25-60-0214;Älvsbyns V;43,43%;21,04%;15,70%;5,98%;5,74%;4,46%;1,35%
Överkalix;Dummy;42,92%;23,31%;10,12%;7,76%;5,83%;5,73%;1,49%
25-13-0000;Uppsamlingsdistrikt;33,33%;30,00%;16,67%;13,33%;0,00%;0,00%;3,33%
25-13-0001;Överkalix övre;43,81%;24,31%;9,28%;7,99%;5,15%;5,67%;1,12%
25-13-0002;Överkalix nedre;42,06%;21,77%;11,00%;7,26%;6,92%;6,01%;1,93%
Övertorneå;Dummy;37,44%;19,81%;10,51%;6,83%;12,21%;8,86%;1,62%
25-18-0000;Uppsamlingsdistrikt;33,60%;22,75%;10,58%;8,73%;10,05%;8,20%;3,44%
25-18-0101;Hedenäset;34,12%;22,06%;11,18%;5,00%;16,76%;6,18%;1,47%
25-18-0102;Kuivakangas;34,41%;21,73%;11,87%;4,02%;14,49%;10,46%;1,01%
25-18-0103;Svanstein;40,19%;13,48%;6,38%;13,95%;8,51%;12,53%;2,36%
25-18-0104;Övertorneå;40,96%;19,64%;11,50%;4,79%;11,86%;7,43%;0,84%
Skåne läns norra och östra;Dummy;25,21%;32,21%;19,52%;3,94%;4,95%;6,15%;2,96%
Bromölla;Dummy;28,30%;39,14%;16,06%;3,34%;2,39%;5,18%;1,79%
12-72-0000;Uppsamlingsdistrikt;26,71%;27,89%;18,69%;8,01%;3,56%;6,23%;2,67%
12-72-0101;Ivetofta;28,64%;35,91%;21,91%;1,18%;2,18%;4,82%;1,18%
12-72-0102;Bromölla Västra;30,84%;35,98%;18,21%;4,36%;2,12%;3,58%;1,45%
12-72-0103;Bromölla Östra;29,32%;39,10%;14,47%;3,85%;2,26%;5,45%;2,26%
12-72-0104;Bromölla Centrala;31,12%;40,09%;16,64%;2,06%;1,96%;3,36%;1,12%
12-72-0105;Bromölla Södra;33,97%;38,46%;12,39%;4,30%;1,40%;5,49%;0,90%
12-72-0201;Nymölla-Gualöv-Valje;26,52%;41,26%;13,96%;3,59%;2,65%;5,38%;3,04%
12-72-0301;Näsum;20,56%;44,92%;14,60%;2,90%;3,47%;7,26%;1,94%
Båstad;Dummy;20,75%;24,72%;25,82%;2,63%;7,64%;6,86%;4,24%
12-78-0000;Uppsamlingsdistrikt;14,55%;22,75%;25,40%;7,14%;6,35%;6,61%;7,14%
12-78-0101;Båstad Västra;14,96%;22,61%;33,00%;2,33%;5,99%;7,23%;3,99%
12-78-0102;Båstad Östra;21,08%;24,00%;29,26%;2,53%;4,99%;5,85%;3,86%
12-78-0202;Förslöv Västra;25,02%;24,33%;19,94%;3,99%;8,77%;6,38%;5,08%
12-78-0203;Förslöv Östra;31,56%;24,75%;19,33%;2,96%;6,90%;6,02%;4,24%
12-78-0303;Grevie;22,92%;25,64%;22,04%;3,04%;10,18%;5,77%;4,41%
12-78-0404;Västra Karup;16,97%;24,38%;23,79%;2,56%;11,68%;8,01%;4,94%
12-78-0506;Hov;16,95%;22,79%;29,00%;2,07%;10,17%;7,34%;4,90%
12-78-0607;Torekov;18,17%;23,32%;29,04%;1,57%;6,72%;8,15%;3,58%
12-78-0703;Östra Karup;21,99%;34,42%;18,72%;2,75%;6,28%;7,98%;3,01%
12-78-0704;Hemmeslöv-Riviera;19,40%;23,65%;31,26%;0,88%;6,59%;7,25%;3,44%
Hässleholm;Dummy;24,61%;33,63%;17,67%;4,68%;5,03%;6,84%;2,82%
12-93-0000;Uppsamlingsdistrikt;23,21%;30,11%;16,69%;11,04%;4,27%;5,02%;4,89%
12-93-0101;T4-området;24,79%;28,59%;19,83%;7,70%;4,96%;6,22%;3,90%
12-93-0102;Gäddastorp;24,70%;24,17%;25,90%;4,38%;3,98%;8,23%;2,92%
12-93-0103;Bokeberg;30,82%;30,61%;14,00%;6,75%;4,83%;5,84%;2,82%
12-93-0104;Stattena;24,10%;31,78%;20,87%;4,46%;4,27%;5,12%;3,70%
12-93-0105;Hässleholm C;23,70%;29,38%;16,94%;9,12%;4,86%;7,46%;2,37%
12-93-0106;Djupadal;23,44%;28,10%;21,70%;5,86%;4,26%;7,32%;4,13%
12-93-0107;Haga;30,23%;30,65%;13,70%;9,18%;3,81%;5,51%;4,10%
12-93-0108;Kristinehem-Ekedal;25,99%;20,86%;26,84%;5,13%;5,78%;6,74%;3,74%
12-93-0109;Sjörröd;21,57%;26,14%;29,97%;1,31%;5,51%;7,75%;2,33%
12-93-0110;Östervärn-Röinge;31,97%;22,68%;21,00%;3,16%;5,02%;8,27%;2,42%
12-93-0111;Läreda;39,47%;16,17%;10,09%;20,03%;3,26%;3,56%;1,34%
12-93-0112;Ljungdala;36,63%;18,94%;19,23%;5,38%;4,13%;6,73%;2,69%
12-93-0113;Fredentorp;27,68%;33,03%;16,45%;6,79%;3,92%;5,87%;2,48%
12-93-0114;Bokalyckan;29,46%;23,76%;19,93%;6,68%;4,33%;6,31%;4,33%
12-93-0301;Stoby-Ignaberga;21,11%;37,88%;19,90%;1,65%;5,99%;7,21%;2,35%
12-93-0302;Ballingslöv;16,67%;41,86%;14,89%;3,31%;7,89%;7,25%;3,31%
12-93-0501;Vinslöv C;28,79%;34,31%;20,19%;2,37%;3,94%;4,65%;1,18%
12-93-0502;Vinslöv N;23,37%;37,97%;16,25%;2,69%;5,73%;6,78%;2,17%
12-93-0503;Vinslöv S;21,69%;39,66%;17,54%;1,95%;5,25%;7,03%;2,12%
12-93-0901;Hästveda V;20,25%;41,97%;14,03%;3,05%;7,13%;6,00%;2,60%
12-93-1002;Hästveda Ö;22,41%;43,22%;14,02%;2,41%;5,52%;5,98%;2,87%
12-93-1203;Vittsjö utom tätorten;16,46%;40,65%;17,83%;2,62%;5,49%;10,22%;2,87%
12-93-1204;Vittsjö tätort;23,80%;31,96%;16,79%;3,26%;4,89%;10,27%;3,84%
12-93-1301;Bjärnum S;24,24%;42,24%;12,71%;3,88%;4,12%;8,00%;0,94%
12-93-1302;Bjärnum N;22,09%;39,73%;15,99%;3,20%;5,33%;7,17%;2,52%
12-93-1402;Vankiva;20,73%;43,03%;16,00%;2,55%;4,97%;6,42%;2,30%
12-93-1503;Sösdala Ö;17,67%;40,37%;10,67%;6,01%;7,73%;7,61%;5,03%
12-93-1504;Sösdala V;28,74%;34,60%;12,47%;4,34%;3,58%;7,70%;3,90%
12-93-1704;Tormestorp;22,69%;31,41%;24,37%;3,57%;4,52%;5,99%;2,52%
12-93-1901;Tyringe N;25,11%;39,44%;13,78%;4,78%;4,33%;5,11%;2,22%
